name;intro;url;date;mark
坏未来;2013-01-11(中国大陆) / 段博文 / 冯文娟 / 李茂 / 中国大陆 / 李阳 / 36分钟 / 坏未来 / 剧情 / 动作 / 爱情 / 科幻 / 短片 / 李阳 Yang Li / 汉语普通话;https://movie.douban.com/subject/20473389/;2019-03-27;5
爱，死亡和机器人 第一季 / Love, Death & Robots Season 1;2019-03-15(美国) / 斯科特·怀特 / 诺兰·诺斯 / 马修·杨·金 / 迈克尔·本耶尔 / 乔什·布雷纳 / 艾莉·康德伦 / 亨利·杜思韦特 / 亚伦·希梅尔斯坦 / 斯蒂芬·卡皮契奇 / 莫里斯·拉马奇 / 艾米丽·奥布莱恩 / 凯文·迈克尔·理查德森 / 海伦·萨德勒 / 伊兰妮·谭 / 柯克·桑顿 / 萨米拉·威利 / 玛丽·伊丽莎白·温斯特德 / 卡洛斯·阿拉斯拉奇 / 亚当·巴特利 / 托弗·戈瑞斯 / 尤里·洛文塔尔 / 克里斯托弗·L·帕森 / 弗雷德·塔特西奥 / 布鲁斯·托马斯 / 艾玛·索内特 / 加里·安东尼·威廉斯 / 盖瑞·科尔 / 约翰·迪·马吉欧 / 克里斯·帕内尔 / 吉姆·皮里 / 内斯特·塞拉诺 / 吉尔·塔利 / 劳拉·沃德尔 / 泰姆·温特斯 / 格文多林·叶 / 奥米德·阿布塔西 / 安东尼奥·阿尔瓦雷斯 / 布莱恩·布鲁姆 / 格雷厄姆·汉密尔顿 / 迪特尔·詹森 / 安德烈·索格利扎索 / 詹姆斯·霍兰 / 柯特奈·泰勒 / 克里斯蒂尼·亚当斯 / 格雷厄姆·福克斯 / 素玛立·蒙塔诺 / JB·布兰科 / 哈基姆·凯-卡西姆 / 马德琳·奈特 / 尼尔·卡普兰 / 美国 / 维克多·马尔多纳多 / 加布里埃尔·彭纳基奥利 / 阿尔弗雷多·托雷斯 / 弗兰克·巴尔森 / 阿尔贝托·米尔戈 / 蒂姆·米勒 / 达米安·纽诺 / 杰罗姆·陈 / 维塔利·舒舒科 / 欧文·沙利文 / 罗伯特·瓦利 / 戴夫·威尔逊 / 乔恩·叶 / 哈维尔·雷西奥·格雷西亚 / 爱，死亡和机器人 / 15分钟 / 爱，死亡和机器人 / 喜剧 / 科幻 / 动画 / 奇幻 / 恐怖 / 蒂姆·米勒 Tim Miller / 约翰·斯卡尔齐 John Scalzi / 阿拉斯泰尔·雷诺兹 Alastair Reynolds / 彼得·F·汉密尔顿 Peter F. Hamilton / 马尔科·克鲁斯 Marko Kloos / 乔·R·兰斯代尔 Joe R. Lansdale / 贾尼斯·罗伯逊 Janis Robertson / 英语;https://movie.douban.com/subject/30424374/;2019-03-19;5
翠丝 / 翠絲;2018-10-28(东京电影节) / 2018-11-22(中国香港) / 姜皓文 / 惠英红 / 黄河 / 袁富华 / 余香凝 / 吴肇轩 / 周祉君 / 陈蕾 / 葛民辉 / 岑珈其 / 梁舜燕 / 顾定轩 / 黄溢濠 / 张启乐 / 中国香港 / 李骏硕 / 119分钟 / 翠丝 / 剧情 / 同性 / 舒琪 / 李敏 Erica Lee / 李骏硕 JY Jun / 粤语;https://movie.douban.com/subject/27601006/;2019-03-10;0
天地无伦 / Ken Park;2002-08-31(特柳赖德电影节) / 2003-04-03(荷兰) / Adam Chubbuck / James Bullard / Seth Gray / Eddie Daniels / Zara McDowell / 玛伊芙·奎因兰 / Stephen Jasso / 韦德·威廉姆斯 / Tiffany Limos / 胡里奥·奥斯卡·门乔索 / 詹姆斯·兰索恩 / 帕特里夏·普莱斯 / 阿曼达·普拉莫 / 哈里逊·杨 / 比尔·法格巴克 / 理查德·里尔 / Caroline Kristiahn / Loranne Maze / 拉里·克拉克 / 美国 / 荷兰 / 法国 / 拉里·克拉克 / 爱德华·拉奇曼 / 96 分钟 / 天地无伦 / 剧情 / 情色 / 哈莫尼·科林 Harmony Korine / 拉里·克拉克 Larry Clark / 英语;https://movie.douban.com/subject/1306632/;2019-03-07;0
孤独先生 / Mister Lonely;2007-05-22 / 迭戈·卢纳 / 萨曼莎·莫顿 / 德尼·拉旺 / 詹姆斯·福克斯 / 沃纳·赫尔佐格 / 莱奥·卡拉克斯 / 瑞秋·科林 / 约瑟夫·摩根 / 安妮塔·帕里博格 / 卡蜜儿·德·帕兹 / 埃斯梅·科里德-米尔斯 / 康坦·格罗塞 / Britta Gartner / 大卫·布雷恩 / 英国 / 法国 / 爱尔兰 / 美国 / 哈莫尼·科林 / 113分钟 / 孤独先生 / 喜剧 / 剧情 / 哈莫尼·科林 Harmony Korine / Avi Korine / 英语 / 法语;https://movie.douban.com/subject/1963721/;2019-03-04;0
他人之颜 / 他人の顔;1966-07-15 / 仲代达矢 / 京町子 / 平干二朗 / 岸田今日子 / 冈田英次 / 入江美树 / 市原悦子 / 村松英子 / 南美江 / 矢野宣 / 前田美波里 / 武满彻 / 井川比佐志 / 千秋实 / 田中邦卫 / 阿部百合子 / 日本 / 敕使河原宏 / 124 分钟 / 他人之颜 / 剧情 / 科幻 / 安部公房 Kôbô Abe / 日语;https://movie.douban.com/subject/1432779/;2019-02-28;0
列宁格勒牛仔搭摩西 / Leningrad Cowboys Meet Moses;1994-02-24(德国) / 安德烈·维尔姆斯 / 马蒂·佩龙帕 / 阿基·考里斯马基 / 卡里·瓦纳宁 / 马托·瓦尔托宁 / 西卢·塞佩莱 / 芬兰 / 德国 / 法国 / 阿基·考里斯马基 / 94分钟 / 列宁格勒牛仔搭摩西 / 冒险 / 喜剧 / 音乐 / Sakke Järvenpää / 阿基·考里斯马基 Aki Kaurismaki / Mato Valtonen / 英语;https://movie.douban.com/subject/1401896/;2019-02-27;0
希望的另一面 / Toivon tuolla puolen;2017-02-03(芬兰) / 2017-02-14(柏林电影节) / 韦勒·维坦恩 / 卡蒂·奥廷宁 / 汤米·柯贝拉 / 什万·哈吉 / 詹恩·海蒂恩 / 玛丽亚·贾维纳廉明 / 萨卡里·库斯曼嫩 / 约恩·唐纳 / 妮若兹·哈吉 / 伊尔卡·克伊瓦拉 / 米尔卡·阿罗斯 / 蒂莫·托里克卡 / 苏勒维·佩尔托拉 / 坦利·梅克拉 / 努普·科伊武 / 汉努-佩卡·约克曼 / Antti Virmavirta / 西蒙·阿尔·巴祖 / Kaija Pakarinen / Tuomari Nurmio / 芬兰 / 德国 / 阿基·考里斯马基 / 98分钟 / 希望的另一面 / 剧情 / 喜剧 / 阿基·考里斯马基 Aki Kaurismäki / 芬兰语 / 英语 / 阿拉伯语 / 瑞典语;https://movie.douban.com/subject/26678509/;2019-02-27;0
疾速追杀 / John Wick;2014-10-24(美国) / 基努·里维斯 / 迈克尔·恩奎斯特 / 阿尔菲·艾伦 / 威廉·达福 / 迪恩·文特斯 / 阿德琳妮·帕里奇 / 奥默·巴尼亚 / 托比·莱昂纳德·摩尔 / 丹尼尔·伯哈特 / 布丽姬·穆娜 / 约翰·雷吉扎莫 / 伊恩·麦柯肖恩 / 布里吉特·瑞根 / 兰斯·莱迪克 / 基思·雅各 / 托马斯·萨多斯基 / 克拉克·彼得斯 / 兰德尔·杜克·金 / 凯文·纳什 / 大卫·帕特里克·凯利 / 波·沙都 / 纳迪娅·凯 / 凡妮莎·万德·普卢姆 / J·J·佩里 / 美国 / 大卫·雷奇 / 查德·斯塔赫斯基 / 101分钟 / 疾速追杀 / 动作 / 犯罪 / 惊悚 / 德里克·科尔斯塔 Derek Kolstad / 英语 / 俄语 / 匈牙利语;https://movie.douban.com/subject/25798131/;2019-02-27;0
阿丽塔：战斗天使 / Alita: Battle Angel;2019-02-05(中国台湾) / 2019-02-14(美国) / 2019-02-22(中国大陆) / 罗莎·萨拉查 / 克里斯托弗·沃尔兹 / 基恩·约翰逊 / 艾德·斯克林 / 马赫沙拉·阿里 / 詹妮弗·康纳利 / 杰基·厄尔·哈利 / 拉娜·康多 / 小豪尔赫·兰登伯格 / 艾莎·冈萨雷斯 / 卡斯帕·凡·迪恩 / 米歇尔·罗德里格兹 / 爱德华·诺顿 / 杰夫·法赫 / 山姆·麦地那 / 德里克·梅耶斯 / 艾丽·拉蒙特 / 豪尔赫·A·希门尼斯 / 马克·扎罗 / 比利·布莱尔 / 伦纳德·吴 / 特里斯坦·里格斯 / 迈克尔·洛夫·托利弗 / 金 / 达塞尔·丹妮尔 / 马克·A·怀特 / 杰·科特尼 / 美国 / www.foxmovies.com/movies/alita-battle-angel / 罗伯特·罗德里格兹 / 122分钟 / 阿丽塔：战斗天使 / 动作 / 科幻 / 冒险 / 詹姆斯·卡梅隆 James Cameron / 莱塔·卡罗格里迪斯 Laeta Kalogridis / 木城幸人 Yukito Kishiro / 英语 / 西班牙语;https://movie.douban.com/subject/1652592/;2019-02-27;3
疾速特攻 / John Wick: Chapter 2;2017-02-10(美国) / 基努·里维斯 / 里卡多·斯卡马乔 / 伊恩·麦柯肖恩 / 鲁比·罗丝 / 科曼 / 克劳迪亚·杰里尼 / 兰斯·莱迪克 / 劳伦斯·菲什伯恩 / 托拜厄斯·西格尔 / 约翰·雷吉扎莫 / 布丽姬·穆娜 / 托马斯·萨多斯基 / 大卫·帕特里克·凯利 / 杨佩里 / 弗兰科·内罗 / 彼得·塞拉菲诺威茨 / 马里奥·多纳托内 / 彼得·斯特曼 / 克里斯·勒潘塔 / 沃斯·史蒂文斯 / 海蒂·莫尼梅克 / 克里斯塔尔·伦伯格 / 提姆·康纳利 / 希斯坎德拉·诺斯塔尔吉亚 / 美国 / 中国香港 / 查德·斯塔赫斯基 / 122分钟 / 疾速特攻 / 动作 / 犯罪 / 惊悚 / 德里克·科尔斯塔 Derek Kolstad / 英语 / 意大利语 / 俄语;https://movie.douban.com/subject/26333560/;2019-02-24;4
原始星球 / La planète sauvage;1973-05(戛纳电影节) / 1973-12-06(法国) / 让·托帕尔 / 让·瓦尔蒙 / 伊夫·巴萨克 / 法国 / 捷克斯洛伐克 / 阿内·拉鲁 / 72 分钟 / 原始星球 / 动画 / 科幻 / Stefan Wul / Roland Topor / René Laloux / 法语;https://movie.douban.com/subject/1291989/;2019-02-19;5
出埃及记;2007-09-13(中国香港) / 任达华 / 刘心悠 / 张家辉 / 邵美琪 / 温碧霞 / 余安安 / 单立文 / 林家栋 / 詹瑞文 / 邵音音 / 刘伟恒 / 张炳灿 / 郭慧 / 马赛 / 深泽寛 / 中国香港 / 彭浩翔 / 94分钟(多伦多电影节) / 出埃及记 / 喜剧 / 犯罪 / 剧情 / 卓韵芝 / 彭浩翔 / 尹志文 / 粤语;https://movie.douban.com/subject/2229427/;2019-02-17;0
公主复仇记;2004-11-11(中国香港) / 钟欣潼 / 陶红 / 吴彦祖 / 詹瑞文 / 黄家诺 / 林一峰 / 吴浣仪 / 刘伟恒 / 中国香港 / 彭浩翔 / 97分钟 / 剧情 / 彭浩翔 / 黄咏诗 / 粤语 / 汉语普通话 / 四川话;https://movie.douban.com/subject/1329286/;2019-02-12;0
破事儿 / 破事兒;2007-12-20(中国香港) / 陈冠希 / 钟欣潼 / 邓丽欣 / 余文乐 / 陈逸宁 / 麦浚龙 / 杨颖 / 冯小刚 / 关智斌 / 谭耀文 / 陈子聪 / 金培达 / 郑融 / 林一峰 / 林海峰 / 田蕊妮 / 陈奕迅 / 周振辉 / 张铮 / 刘伟恒 / 彭秀慧 / Joe Phua / 茜利妹 / 中国香港 / 彭浩翔 / 91分钟 / 破事儿 / 喜剧 / 彭浩翔 / 粤语 / 普通话;https://movie.douban.com/subject/2346881/;2019-02-10;4
阿婴 / 阿嬰;1993-12-18(中国台湾) / 王祖贤 / 高捷 / 单立文 / 金彪  / 陈淑芳 / 陈慧楼 / 陈颖芝  / 苗天 / 中国台湾 / 邱刚健 / 136分钟 / 阿婴 / 剧情 / 悬疑 / 惊悚 / 蔡康永 Kevin Tsai / 邱刚健 Kang Chien Chiu / 汉语普通话;https://movie.douban.com/subject/1441176/;2019-02-08;4
阮玲玉;1991-11-29(中国台湾) / 1992-02-20(中国香港) / 张曼玉 / 梁家辉 / 秦汉 / 刘嘉玲 / 吴启华 / 叶童 / 李子雄 / 张冲 / 叶晨 / 萧湘 / 肖荣生 / 黄达亮 / 孙栋光 / 阮玲玉 / 黎莉莉 / 关锦鹏 / 孙瑜 / 中国香港 / 关锦鹏 / 126分钟(澳大利亚) / 147分钟(导演剪辑版) / 118分钟(edited version) / 154分钟(restored DVD version) / 阮玲玉 / 传记 / 剧情 / 爱情 / 焦雄屏 Peggy Chiao / 邱刚健 Kang Chien Chiu / 粤语 / 汉语普通话 / 上海话;https://movie.douban.com/subject/1293414/;2019-02-04;0
玛嘉烈与大卫  绿豆 / 瑪嘉烈與大衛 绿豆;2016-04-11(中国香港) / 林保怡 / 周家怡 / 廖碧儿 / 潘灿良 / 汤怡 / 王文杰 / 游学修 / 孟海 / 王宗尧 / 林耀声 / 葛民辉 / 赵学而 / 曾江 / 梁祖尧 / 河国荣 / 黄文标 / 石修 / 冯海锐 / 林海峰 / 南方舞厅 / 中国香港 / viu.tv/encore/margaret-and-david-green-bean / Fatball / 24分钟 / 玛嘉烈与大卫  绿豆 / 剧情 / 爱情 / 黄绮琳 Norris Wong / 南方舞厅 / 粤语;https://movie.douban.com/subject/26742360/;2019-01-30;4
无双 / 無雙;2018-09-30(中国大陆) / 2018-10-04(中国香港) / 周润发 / 郭富城 / 张静初 / 冯文娟 / 廖启智 / 周家怡 / 王耀庆 / 方中信 / 高捷 / 邢佳栋 / 张松枝 / 张建声 / 吴嘉龙 / 孙佳君 / 林嘉华 / 梁健平 / 梁翠珊 / 中国大陆 / 中国香港 / 庄文强 / 130分钟 / 无双 / 剧情 / 动作 / 犯罪 / 悬疑 / 庄文强 Felix Chong / 汉语普通话 / 粤语 / 英语 / 泰语 / 波兰语;https://movie.douban.com/subject/26425063/;2019-01-27;4
沙漠妖姬 / The Adventures of Priscilla, Queen of the Desert;1994-08-10(美国) / 雨果·维文 / 盖·皮尔斯 / 特伦斯·斯坦普 / 比尔·亨特 / Lizzy Gardiner / Tim Chappel / Rebel Penfold-Russell / Al Clark / 澳大利亚 / 英国 / 斯蒂芬·埃利奥特 / 104 分钟 / 沙漠妖姬 / 剧情 / 喜剧 / 同性 / 音乐 / 斯蒂芬·埃利奥特 Stephan Elliott / 英语 / 菲律宾语;https://movie.douban.com/subject/1292345/;2019-01-24;4
废头1 / junk head 1;日本 / 32分钟 / 废头1 / 科幻 / 动画 / 奇幻 / 短片 / 堀贵秀 / 英语;https://movie.douban.com/subject/25814914/;2019-01-23;4
鬼 / The Demon;日本 / 川本喜八郎 / 7分36秒 / 鬼 / 动画 / 恐怖 / 短片 / 川本喜八郎 Kihachiro Kawamoto / 无对白;https://movie.douban.com/subject/2355689/;2019-01-23;4
他其实没那么喜欢你 / He's Just Not That Into You;2009-02-06(美国) / 詹妮弗·安妮斯顿 / 本·阿弗莱克 / 詹妮弗·康纳利 / 布莱德利·库珀 / 斯嘉丽·约翰逊 / 凯文·康诺利 / 德鲁·巴里摩尔 / 贾斯汀·朗 / 金妮弗·古德温 / 摩根·莉莉 / Jasmine Woods / Jen Friel / 娜塔莎·赖格罗 / Josh Shideler / Muslimah Muhammad / 安妮·伊隆泽 / Traycee King / Claudia DiMartino / 娜塔莉娜·马乔 / Patrick Michael Strange / 莱昂纳多·吴 / Sachiko Ishida / Shane Edelman / 阿里·阿夫沙尔 / Josh Driver / Abraham Rubio / Liam Ferguson / Trenton Rogers / 布鲁克·布鲁姆 / 梅利莎·古德温 / Erik David / 路易斯·古兹曼 / 萨莎·亚历山大 / 彼特·奥梅拉 / 科里·哈德里克 / Mike Beaver / 威尔逊·克鲁兹 / 克里斯·克里斯托佛森 / 格雷格·贝伦特 / 贝茜·菲利普斯 / 克瑞丝汀·罗丝 / Daniel Ferro / Carmen Perez / 杰拉德·加纳 / 德里克·沃特斯 / 海蒂·布雷斯 / Eve Curtis / 弗兰西丝·卡利耶 / 阿尔·索托 / Corey Pearson / 约翰·罗斯·鲍伊 / Bill Brochtrup / 琼·布莱尔 / 美国 / 德国 / 荷兰 / 肯·卡皮斯 / 129 分钟 / 他其实没那么喜欢你 / 喜剧 / 剧情 / 爱情 / 艾比·科恩 Abby Kohn / 马克·西尔弗斯坦 Marc Silverstein / 格雷格·贝伦特 Greg Behrendt / 丽兹·塔琪萝 Liz Tuccillo / 英语;https://movie.douban.com/subject/2161696/;2019-01-21;4
英雄;2002-12-19(中国大陆/香港) / 李连杰 / 梁朝伟 / 张曼玉 / 章子怡 / 陈道明 / 甄子丹 / 刘仲元 / 郑天庸 / 秦焰 / 常晓阳 / 中国大陆 / 中国香港 / 张艺谋 / 93分钟(中国大陆) / 110分钟(导演剪辑版) / 剧情 / 动作 / 武侠 / 古装 / 李冯 Feng Li / 张艺谋 Yimou Zhang / 王斌 Bin Wang / 汉语普通话;https://movie.douban.com/subject/1306123/;2019-01-21;0
看上去很美;2006-02-15(柏林电影节) / 董博文 / 李昕芸 / 陈曼媛 / 傅绍杰 / 宁元元 / 中国大陆 / 意大利 / 张元 / 92分钟 / 喜剧 / 剧情 / 宁岱 Dai Ning / 张元 Zhang yuan / 汉语普通话;https://movie.douban.com/subject/1469441/;2019-01-21;5
疤面煞星 / Scarface;1983-12-01 / 阿尔·帕西诺 / 斯蒂文·鲍尔 / 米歇尔·菲佛 / 玛丽·伊丽莎白·马斯特兰托尼奥 / 罗伯特·劳吉亚 / 丹尼斯·弗兰茨 / Dennis Holahan / 理查德·贝尔泽 / Manuel Padilla Jr. / Angela Aames / 拉娜·克拉克森 / 格诺·席尔瓦 / 查尔斯·德恩 / Marcus Shirock / Randall Rutledge / 布莱特·拉特纳 / 格雷格·亨利 / Michael P. Moran / 帕皮·塞尔纳 / 凯特·西亚 / 查尔斯·A·坦伯罗 / F·默里·亚伯拉罕 / 马克·马戈利斯 / Miriam Colon / 保罗·希纳尔 / 哈里斯·于林 / 菲德尔·卡斯特罗 / 美国 / 布莱恩·德·帕尔玛 / 170 分钟 / 81 分钟(DVD version by VCA) / 疤面煞星 / 犯罪 / 剧情 / 惊悚 / 奥利佛·斯通 Oliver Stone / 英语 / 西班牙语;https://movie.douban.com/subject/1292065/;2019-01-18;4
除蚤武士 / のみとり侍;2018-05-18(日本) / 阿部宽 / 寺岛忍 / 丰川悦司 / 斋藤工 / 风间杜夫 / 大竹忍 / 前田敦子 / 桂三枝 / 笑福亭鹤光 / 福本莉子 / 飞鸟凛 / 日本 / nomitori.jp / 鹤桥康夫 / 110分钟 / 除蚤武士 / 喜剧 / 情色 / 鹤桥康夫 Yasuo Tsuruhashi / 小松重男 Shigeo Komatsu / 日语;https://movie.douban.com/subject/27138613/;2019-01-18;0
春之觉醒 / Моя любовь;2006-08-27(广岛国际动画节) / 2007-03-02(俄罗斯) / Yevgeniya Kryukova / 尼娜·鲁斯拉诺娃 / 谢尔盖·加尔马什 / 俄罗斯 / 亚历山大·彼德洛夫 / 27分钟 / 春之觉醒 / 动画 / 短片 / 剧情 / Ivan Shmelyov / 俄语;https://movie.douban.com/subject/1987463/;2019-01-18;4
史密斯夫妇 / Mr. & Mrs. Smith;2005-06-07(加州首映) / 2005-06-10(美国) / 2005-07-08(中国大陆) / 布拉德·皮特 / 安吉丽娜·朱莉 / 文斯·沃恩 / 亚当·布罗迪 / 凯丽·华盛顿 / 凯斯·大卫 / 克里斯·韦兹 / 瑞秋·亨特利 / 米歇尔·莫纳汉 / 斯蒂芬妮·玛奇 / 詹妮弗·莫里森 / 特蕊萨·巴雷拉 / 佩瑞·里维斯 / 梅兰妮·托尔伯特 / 杰瑞·T·亚当斯 / 罗恩·博蒂塔 / 玛丽·斯奇塔姆 / 诺亚·达尔 / 克里斯·丹尼尔斯 / 帕特里卡·达博 / 特雷西·迪奥里奥 / 格雷格·埃利斯 / 梅根·加拉格尔 / 艾米·海瑟薇 / 拉维尔·伊斯亚诺夫 / 马克·伊瓦涅 / 西蒙·金伯格 / 德仁·莱罗伊 / 肖恩·马洪 / 乔丹·奥谢尔 / 伦纳德·罗宾逊 / 费利克斯·A·鲁伊斯 / 萨姆·萨巴 / 迈克尔-约翰·沃尔夫 / 杰夫·雅格 / 梅利莎·赫利 / 杰姬·兰德拉姆 / 马克·巴巴 / 安吉拉·贝塞特 / 威廉·菲克纳 / Shilo Frontierro / 路易斯·华雷斯 / 托尼·隆哥 / Bill Viney / Seth T. Walker / 美国 / 道格·里曼 / 120分钟 / 126分钟(导演剪辑版) / 史密斯夫妇 / 喜剧 / 动作 / 爱情 / 西蒙·金伯格 Simon Kinberg / 英语 / 西班牙语;https://movie.douban.com/subject/1309199/;2019-01-17;0
三傻大闹宝莱坞 / 3 Idiots;2009-12-25(印度) / 2011-12-08(中国大陆) / 阿米尔·汗 / 卡琳娜·卡普尔 / 马达范 / 沙尔曼·乔希 / 奥米·瓦依达 / 博曼·伊拉尼 / 莫娜·辛格 / 拉杰夫·拉宾德拉纳特安 / Atul Tiwari / 阿里·扎勒 / 帕里卡沙特.萨赫尼 / Rakesh Sharma / Javed Jaffrey / 印度 / 拉吉库马尔·希拉尼 / 171分钟(印度) / 三傻大闹宝莱坞 / 剧情 / 喜剧 / 爱情 / 歌舞 / Vidhu Vinod Chopra / 拉库马·希拉尼 Rajkumar Hirani / 阿西奇·乔希 Abhijit Joshi / 印地语 / 乌尔都语 / 英语;https://movie.douban.com/subject/3793023/;2019-01-17;0
众神与野兽 / Gods and Monsters;1998-11-04 / 伊恩·麦克莱恩 / 布兰登·费舍 / 琳恩·雷德格瑞夫 / 洛丽塔·大卫多维奇 / 大卫·杜克斯 / 凯文·J·奥康纳 / 马克·基利 / 杰克·普罗特尼克 / 罗莎琳·艾尔斯 / 杰克·贝茨 / 泰德·巴勃考克 / Cornelia Hayes O'Herlihy / Brandon Kleyla / 帕梅拉·萨勒姆 / 大卫米伯尔尼 / 马丁·费雷罗 / 杰西·詹姆斯 / 丽萨·达尔 / 贾德森·米尔斯 / 约翰·盖汀斯 / 柯蒂斯·哈灵顿 / 詹姆斯·勒塞纳 / 美国 / 英国 / 比尔·康顿 / 105 分钟 / 众神与野兽 / 剧情 / 传记 / 同性 / 比尔·康顿 Bill Condon / 英语 / 匈牙利语;https://movie.douban.com/subject/1297226/;2019-01-15;4
蝴蝶;2004-12-02(中国香港) / 何超仪 / 田沅 / 陈逸宁 / 蒋祖曼 / 曾江 / 葛民辉 / 车婉婉 / 严嘉仪 / 谭国明 / 潘源良 / 陈桂芬 / 中国香港 / 麦婉欣 / 124 分钟 / 剧情 / 同性 / 陈雪 Xue Chen / 麦婉欣 Yan Yan Mak / 粤语 / 汉语普通话 / 葡萄牙语 / 英语;https://movie.douban.com/subject/1292331/;2019-01-15;3
楚门的世界 / The Truman Show;1998-06-05(美国) / 金·凯瑞 / 劳拉·琳妮 / 艾德·哈里斯 / 诺亚·艾默里奇 / 娜塔莎·麦克艾霍恩 / 安东尼·科隆 / 马西娅·德波尼斯 / Adam Tomei / 约翰·普莱舍 / 澳澜·琼斯 / Joe Minjares / 特里·金瑞利 / 乔尔·麦金农·米勒 / 冈本玉二 / Jake Eberle / 马克·麦考利 / 贾德森·沃恩 / 彼得·克劳斯 / 保罗·吉亚玛提 / 菲利普·贝克·霍尔 / 梅丽莎·菲茨杰拉德 / Blair Slater / 珍妮特·米勒 / 霍兰德·泰勒 / 布赖恩·戴拉特 / 哈里·谢尔 / 美国 / 彼得·威尔 / 103分钟 / 楚门的世界 / 剧情 / 科幻 / 安德鲁·尼科尔 Andrew Niccol / 英语;https://movie.douban.com/subject/1292064/;2019-01-14;5
伊莎贝拉;2006-04-06(中国香港) / 梁洛施 / 黄秋生 / 田朴珺 / 贾晓晨 / 曾国祥 / 何超仪 / 詹瑞文 / 余文乐 / 张致恒 / 尹扬明 / 中国香港 / 彭浩翔 / 91分钟 / 109分钟(东京国际电影节) / 剧情 / 彭浩翔 Ho-Cheung Pang / 彭秀慧 Kearen Pang / 曾国祥 Derek Tsang / 尹志文 Jimmy Wan / 粤语;https://movie.douban.com/subject/1468155/;2019-01-09;5
迷情站台 / Clapham Junction;2007-07-22(英国) / 瑞切尔·布莱克 / 萨曼莎·邦德 / 斯图尔特·邦斯 / 鲁珀特·格雷夫斯 / 约翰尼·哈里斯 / 戴维·里昂 / 詹姆斯·维尔比 / 卢克·崔德威 / 约瑟夫·马勒 / 保罗·尼科尔斯 / 汤姆·比尔德 / 斯蒂芬·哈根 / 杰佛逊·豪尔 / 露西·拉塞尔 / 菲比·尼克尔斯 / 英国 / 亚德里安·谢尔高德 / 120分钟 / 迷情站台 / 剧情 / 同性 / Kevin Elyot / 英语;https://movie.douban.com/subject/2238297/;2019-01-07;4
恋尸者 / Le nécrophile;薇拉莉·邓泽里 / Ilona Szabo  / 法国 / 37分钟 / 恋尸者 / 剧情 / 恐怖 / 短片 / Philippe Barassat / 法语;https://movie.douban.com/subject/4904673/;2019-01-04;4
蛇杀手 / 蛇殺手;1974-02-05 / 甘国亮 / 李琳琳 / 陈骏 / 周吉 / 王清河 / 李敏郎 / 刘慧茹 / 葛荻华 / 郝履仁 / 钱似莺 / 中国香港 / 桂治洪 / 95分钟 / 蛇杀手 / 犯罪 / 惊悚 / 情色 / 倪匡 Kuang Ni / 汉语普通话 / 英语 / 粤语;https://movie.douban.com/subject/1770510/;2019-01-04;0
